itemId,afterId,beforeId,participantId,wardType,timestamp,type,gameId
1036,,,7,,860107,ITEM_PURCHASED,1477135099
3134,,,7,,860107,ITEM_DESTROYED,1477135099
3364,,,4,,860272,ITEM_PURCHASED,1477135099
3340,,,4,,860272,ITEM_DESTROYED,1477135099
2055,,,8,CONTROL_WARD,861295,WARD_PLACED,1477135099
3074,,,3,,866641,ITEM_DESTROYED,1477135099
3077,,,3,,866641,ITEM_PURCHASED,1477135099
1053,,,3,,866641,ITEM_DESTROYED,1477135099
2010,,,3,YELLOW_TRINKET,868093,WARD_KILL,1477135099
,,,,,869084,ITEM_SOLD,1477135099
1028,,,3,SIGHT_WARD,870107,WARD_PLACED,1477135099
1031,,,1,,875255,ITEM_PURCHASED,1477135099
1057,,,1,,876476,ITEM_PURCHASED,1477135099
2055,,,1,UNDEFINED,876542,WARD_KILL,1477135099
,,,,,877796,ITEM_PURCHASED,1477135099
,,,,CONTROL_WARD,881294,WARD_KILL,1477135099
3047,,,6,SIGHT_WARD,884099,WARD_PLACED,1477135099
1001,,,6,,885617,ITEM_PURCHASED,1477135099
2055,,,6,,886970,ITEM_DESTROYED,1477135099
,,,,,889577,ITEM_PURCHASED,1477135099
,,,,CONTROL_WARD,891226,WARD_KILL,1477135099
3802,,,5,YELLOW_TRINKET,893470,WARD_PLACED,1477135099
2055,,,5,,894493,ITEM_PURCHASED,1477135099
,,,,,903309,BUILDING_KILL,1477135099
,,,,SIGHT_WARD,904893,WARD_PLACED,1477135099
,,,,YELLOW_TRINKET,905289,WARD_PLACED,1477135099
,,,,SIGHT_WARD,907604,WARD_PLACED,1477135099
,,,,YELLOW_TRINKET,910376,WARD_PLACED,1477135099
,,,,SIGHT_WARD,915165,WARD_PLACED,1477135099
,,,,CONTROL_WARD,919422,WARD_KILL,1477135099
,,,,YELLOW_TRINKET,926056,WARD_PLACED,1477135099
,,,,SIGHT_WARD,931306,WARD_PLACED,1477135099
2055,,,5,CONTROL_WARD,944580,WARD_PLACED,1477135099
,,,,,946956,ITEM_DESTROYED,1477135099
,,,,YELLOW_TRINKET,948243,WARD_PLACED,1477135099
,,,,,949233,BUILDING_KILL,1477135099
1036,,,6,,955339,CHAMPION_KILL,1477135099
,,,,,958550,ITEM_PURCHASED,1477135099
,,,,,,CHAMPION_KILL,1477135099
3153,,,9,,961388,ITEM_PURCHASED,1477135099
3144,,,9,,961388,ITEM_DESTROYED,1477135099
1043,,,9,,961388,ITEM_DESTROYED,1477135099
1042,,,9,,962180,ITEM_PURCHASED,1477135099
3363,,,9,,963175,ITEM_PURCHASED,1477135099
3340,,,9,,963175,ITEM_DESTROYED,1477135099
1052,,,8,,973601,ITEM_PURCHASED,1477135099
,,,,,984364,CHAMPION_KILL,1477135099
1042,,,9,,990667,CHAMPION_KILL,1477135099
1042,,,2,,1001062,ITEM_PURCHASED,1477135099
1042,,,2,,1001656,ITEM_PURCHASED,1477135099
3504,,,4,,1003141,ITEM_PURCHASED,1477135099
3114,,,4,,1005881,ITEM_PURCHASED,1477135099
3113,,,4,,1005881,ITEM_DESTROYED,1477135099
2031,,,2,,1005914,ITEM_SOLD,1477135099
1001,,,4,,1006673,ITEM_PURCHASED,1477135099
3101,,,2,,1007267,ITEM_PURCHASED,1477135099
1042,,,2,,1007267,ITEM_DESTROYED,1477135099
3363,,,2,,1008456,ITEM_PURCHASED,1477135099
3340,,,2,,1008456,ITEM_DESTROYED,1477135099
1029,,,4,SIGHT_WARD,1009347,WARD_KILL,1477135099
,,,,,1009908,ITEM_PURCHASED,1477135099
,,,,SIGHT_WARD,1009974,WARD_PLACED,1477135099
,,,,SIGHT_WARD,1015783,WARD_KILL,1477135099
1036,,,7,,1031031,CHAMPION_KILL,1477135099
1036,,,7,,1033374,ITEM_PURCHASED,1477135099
,,,,,1033704,ITEM_PURCHASED,1477135099
3340,,,6,SIGHT_WARD,1045354,WARD_PLACED,1477135099
,,,,,1047235,ITEM_DESTROYED,1477135099
3520,,,6,YELLOW_TRINKET,1047763,WARD_PLACED,1477135099
,,,,,1047862,ITEM_DESTROYED,1477135099
,,,,SIGHT_WARD,1048357,WARD_PLACED,1477135099
3198,,,10,,1052779,ELITE_MONSTER_KILL,1477135099
3197,,,10,,1054297,ITEM_PURCHASED,1477135099
,,,,,1055617,ITEM_DESTROYED,1477135099
3340,,,6,SIGHT_WARD,1058060,WARD_PLACED,1477135099
1056,,,5,,1061624,ITEM_DESTROYED,1477135099
3193,,,1,,1061954,ITEM_SOLD,1477135099
1031,,,1,,1061954,ITEM_PURCHASED,1477135099
1057,,,1,,1061954,ITEM_DESTROYED,1477135099
3285,,,5,SIGHT_WARD,1062218,WARD_PLACED,1477135099
3802,,,5,,1062416,ITEM_PURCHASED,1477135099
3520,,,6,,1062614,ITEM_DESTROYED,1477135099
2055,,,5,,1063076,ITEM_PURCHASED,1477135099
1029,,,1,,1064132,ITEM_PURCHASED,1477135099
3044,,,6,,1064595,ITEM_PURCHASED,1477135099
1036,,,6,,1064595,ITEM_DESTROYED,1477135099
3364,,,6,,1066377,ITEM_PURCHASED,1477135099
3340,,,6,,1066377,ITEM_DESTROYED,1477135099
2010,,,3,,1076215,ITEM_SOLD,1477135099
3057,,,3,,1077040,ITEM_PURCHASED,1477135099
3364,,,10,,1077568,ITEM_PURCHASED,1477135099
3340,,,10,,1077568,ITEM_DESTROYED,1477135099
,,,,BLUE_TRINKET,1081461,WARD_PLACED,1477135099
1043,,,9,CONTROL_WARD,1096746,WARD_KILL,1477135099
1042,,,9,,1101893,ITEM_PURCHASED,1477135099
1042,,,9,,1101893,ITEM_DESTROYED,1477135099
2055,,,9,,1103543,ITEM_PURCHASED,1477135099
3113,,,8,,1103840,ITEM_PURCHASED,1477135099
1052,,,8,,1103840,ITEM_DESTROYED,1477135099
2055,,,8,,1104137,ITEM_PURCHASED,1477135099
3134,,,7,,1105160,ITEM_PURCHASED,1477135099
1036,,,7,,1108691,ITEM_PURCHASED,1477135099
1036,,,7,,1108691,ITEM_DESTROYED,1477135099
3364,,,6,,1110869,ITEM_DESTROYED,1477135099
3520,,,6,UNDEFINED,1111001,WARD_PLACED,1477135099
,,,,,1113971,ITEM_DESTROYED,1477135099
2055,,,5,CONTROL_WARD,1113971,WARD_PLACED,1477135099
,,,,,1114730,ITEM_DESTROYED,1477135099
,,,,BLUE_TRINKET,1118789,WARD_PLACED,1477135099
,,,,SIGHT_WARD,1122915,WARD_PLACED,1477135099
,,,,UNDEFINED,1122915,WARD_KILL,1477135099
,,,,SIGHT_WARD,1124499,WARD_PLACED,1477135099
,,,,UNDEFINED,1124499,WARD_KILL,1477135099
,,,,SIGHT_WARD,1128065,WARD_PLACED,1477135099
,,,,UNDEFINED,1129616,CHAMPION_KILL,1477135099
,,,,,1131040,CHAMPION_KILL,1477135099
,,,,,1137796,CHAMPION_KILL,1477135099
1052,,,2,,1143310,CHAMPION_KILL,1477135099
3067,,,6,,1146181,ITEM_PURCHASED,1477135099
,,,,,1152254,ITEM_PURCHASED,1477135099
3044,,,3,SIGHT_WARD,1153310,WARD_PLACED,1477135099
1028,,,3,,1156579,ITEM_PURCHASED,1477135099
,,,,,1160176,ITEM_DESTROYED,1477135099
1031,,,1,,1161067,BUILDING_KILL,1477135099
1029,,,1,,1161067,ITEM_PURCHASED,1477135099
3047,,,4,,1161628,ITEM_DESTROYED,1477135099
1001,,,4,,1161628,ITEM_PURCHASED,1477135099
1029,,,4,,1161628,ITEM_DESTROYED,1477135099
3108,,,2,,1162057,ITEM_PURCHASED,1477135099
1052,,,2,,1162057,ITEM_DESTROYED,1477135099
2055,,,4,,1162849,ITEM_PURCHASED,1477135099
1026,,,10,,1167601,BUILDING_KILL,1477135099
2003,,,2,,1168855,ITEM_PURCHASED,1477135099
,,,,YELLOW_TRINKET,1168987,WARD_PLACED,1477135099
,,,,SIGHT_WARD,1169350,WARD_PLACED,1477135099
2055,,,1,UNDEFINED,1181297,WARD_KILL,1477135099
2055,,,1,,1181924,ITEM_PURCHASED,1477135099
3504,,,8,,1182056,ITEM_PURCHASED,1477135099
3114,,,8,,1182287,ITEM_PURCHASED,1477135099
3113,,,8,,1182287,ITEM_DESTROYED,1477135099
3133,,,7,,1182551,ITEM_PURCHASED,1477135099
,,,,BLUE_TRINKET,1188722,WARD_KILL,1477135099
,,,,SIGHT_WARD,1191197,WARD_PLACED,1477135099
,,,,,1196977,CHAMPION_KILL,1477135099
2055,,,9,,1203279,ITEM_SOLD,1477135099
1037,,,9,,1204798,ITEM_PURCHASED,1477135099
,,,,SIGHT_WARD,1205656,WARD_PLACED,1477135099
2055,,,1,CONTROL_WARD,1214375,WARD_PLACED,1477135099
,,,,,1215035,ITEM_DESTROYED,1477135099
,,,,BLUE_TRINKET,1216091,WARD_KILL,1477135099
